CNL_OFICINA,CNL_TERMINAL,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,
92,BO145402,,,,,,,,,,,,,,,,,,3877,
92,BOW709201,6795,5396,4055,6240,5989,4174,5466,4322,4981,4999,6138,5450,6186,3598,,,,,
92,BOW709202,5729,5407,4155,5808,5694,4216,4048,4257,5691,5304,4926,3939,4759,3330,,,,,
92,BOW709203,8602,7120,4889,7696,7891,5543,7038,6641,6340,6863,7672,6524,7708,4857,,,,,
92,BOW709204,8975,6837,5022,6393,5585,6456,8627,7522,7533,7962,7840,7707,8250,5355,,,,,
92,BOW7145401,6463,4715,4305,5113,5364,4737,5862,3227,5357,5684,5399,4727,5340,5518,5785,4757,2474,,
92,BOW7145402,4946,3559,3732,4667,4555,4184,4442,4228,5086,4625,4469,4101,4814,5124,4955,4256,2566,,
125,CS012501,,,,,,,,,5411,6191,6488,6307,6112,6881,6491,5244,5608,5646,
125,CS012502,,,,,,,,,5096,6003,6246,6054,5770,6473,6372,5851,4847,5614,
125,CS012503,,,,,,,,,4983,5640,6134,6192,7319,6328,5148,5376,6328,6702,
125,CS065801,,,,,,,,,,,,,,2464,2728,2631,2698,2883,
125,CSW712501,6219,4107,3561,6087,5976,5475,6149,5625,,,,,,,,,,,
125,CSW712502,5890,4303,3254,2447,4257,5325,6518,4706,,,,,,,,,,,
125,CSW712503,5609,4966,3684,5248,5198,6286,6187,5161,,,,,,,,,,,
125,CSW712504,8483,4085,3870,5877,4591,,,,,,,,,,,,,,
125,CSW765801,2859,2081,1788,2674,2560,2374,2750,2428,2902,2804,2738,2245,2500,,,,,,
137,OR013701,,,,,,,,,,,,,,,,6509,10271,11239,
137,OR013702,,,,,,,,,,,,,,,,6912,12831,7587,
137,OR013703,,,,,,,,,,,,,,,,4645,6841,8131,
137,OR013704,,,,,,,,,,,,,,,,,,4455,
137,OR141401,,,,,,,,,,,,,,,,5698,11828,13930,
137,OR169901,,,,,,,,,,,,,,,,4354,8671,8683,
137,ORR1699,,2082,2097,,,,,,,,,,,,,,,,
137,ORW713701,8831,6117,4443,9087,10423,7106,9262,7967,8931,8452,9025,9003,9437,8879,10463,2833,,,
137,ORW713702,9747,7935,5468,11685,13126,10895,13491,10546,12327,12144,11814,13033,14200,12124,15478,4139,,,
137,ORW713703,6166,5725,5430,9689,7325,8275,11038,7285,8971,10375,8565,6406,5540,7665,8633,2375,,,
137,ORW7141401,4444,3335,2661,14655,13555,11342,14725,11409,13858,15781,9661,12548,11448,12561,12374,4520,,,
137,ORW7169901,7118,2254,2658,6539,6730,5965,6874,5729,4778,6518,12469,10227,9531,11709,10077,3291,,,
142,OC014201,,,,,,,,,,,,,6753,8025,6829,7391,7785,7015,
142,OC014202,,,,,,,,,,,,,5852,6494,6950,5453,7266,7660,
142,OC014203,,,,,,,,,,,,,7198,6618,5554,5963,5960,6699,
142,OC014204,,,,,,,,,,,,,7266,7145,7123,6297,5279,4041,
142,OC140301,,,,,,,,,,,,,,,,,,2352,
142,OCW714201,10785,7095,5648,10080,10338,6819,7998,6247,6848,7386,7462,6712,,,,,,,
142,OCW714202,9812,7996,5285,8029,7889,6171,6012,5531,6008,6036,6165,6377,,,,,,,
142,OCW714203,8765,6822,4987,7401,6879,6197,6442,5458,5956,5900,6308,6772,,,,,,,
142,OCW714204,6459,6002,4953,7693,7115,5998,6302,6344,7286,6784,7710,4954,,,,,,,
142,OCW714207,,,,,,,,2087,2070,,,2158,,,,,,,
168,OR016802,,,,,,,,,,,,,,,,5917,8295,9476,
168,OR016803,,,,,,,,,,,,,,,,4067,6719,8826,
168,OR016804,,,,,,,,,,,,,,,,6796,8664,7986,
168,OR016805,,,,,,,,,,,,,,,,3001,3667,4402,
168,OR016820,,,,,,,,,,2499,2698,,2194,2789,2796,2666,2608,2891,
168,OR140701,,,,,,,,,,,,,,,,8068,9390,9302,
168,OR141801,,,,,,,,,,,,,,,,2679,3588,2789,
168,ORR1418,,,,,,,,,,,5642,9062,6463,6288,4002,,,,
168,ORR1418E,,,,,,,,,,,,,,,,2979,4235,3191,
168,ORW316820,2710,2192,1708,2695,2798,2148,2738,2288,,,,,,,,,,,
168,ORW7140701,,,,,,,,,,,9230,8600,9326,9282,9148,,,,
168,ORW7141801,,,,,,,,,,,4570,7825,5797,5088,3184,,,,
168,ORW716802,8437,6478,5161,7643,8505,6965,7922,6597,7989,6945,9455,7710,8213,9486,9026,2155,,,
168,ORW716803,8246,6778,4963,7570,7724,7139,8250,7247,7226,7445,9741,7322,6881,8310,8736,2152,,,
168,ORW716804,7109,6340,4638,7412,7540,6397,7444,4851,7867,8399,7378,10671,7655,5705,6115,,,,
168,ORW716805,1508,,,,,,,1513,,,2885,,3291,4809,4318,,,,
168,ORW716822,,,,,,,,,1488,,,,,,,,,,
168,ORW716825,,,,,,,,1366,,,,,,,,,,,
180,OC018001,,,,,,,,,,3532,5562,5337,5430,6389,5243,5058,5257,4778,
180,OC018002,,,,,,,,,,2640,5706,6128,6939,6145,6911,7285,7140,7982,
180,OC018003,,,,,,,,,,5077,8581,6394,6880,5844,5450,5371,4853,4309,
180,OC018004,,,,,,,,,,1966,3797,3261,5262,6491,5310,4501,4930,5185,
180,OC168001,,,,,,,,,,,,,,,,,7562,11773,
180,OCR1680,24672,13425,10515,17468,19202,14795,16972,11171,7378,6802,8885,11868,8512,9393,6402,8054,2541,,
180,OCR1680E,,,,,,,,,,,,,,,,,4295,8961,
180,OCW718001,5821,3639,3043,4607,4787,4980,5037,4258,4913,1288,,,,,,,,,
180,OCW718002,7492,5110,4881,7211,5799,2907,6419,5710,5895,1909,,,,,,,,,
180,OCW718003,8500,6910,4702,7474,8393,7268,8314,5977,7610,2111,,,,,,,,,
180,OCW718004,5715,4438,3387,5351,5255,4452,5039,4237,5213,1495,,,,,,,,,
180,OCW718005,,,,,,,,,,,,,9907,15938,10898,10284,3646,,
186,OC162701,,,,,,,,,,,,,,,,3139,3507,2692,
186,OCR1621,6429,4892,2392,7789,5466,,,,,,,2411,3837,5194,,,,,
186,OCR1621E,,,,,,,,,,,,,,,2772,3328,1868,2160,
186,OCR1627,5619,4298,2509,4794,5514,7415,6401,5871,7965,7148,7306,6616,3445,4931,2680,,,,
186,OCR1627E,,,,,,,,,,,,,,,,3529,3944,3514,
186,OCR1673,7003,,,,2726,,,,,,,,,,,,,,
186,OCW718601,5341,3194,2267,5692,5213,4199,4784,3775,4704,4098,4779,3780,3998,4535,4116,4081,5141,4712,
186,OCW718602,6867,3732,3451,6516,8096,4508,6292,5904,6678,4369,6866,5291,5923,3548,5719,2734,3024,6885,
186,OCW718603,5952,3817,1955,6324,4440,5346,3395,3708,5744,6911,6774,6013,4980,5284,5453,5215,5629,5648,
186,OCW718604,2895,4958,2811,6726,4741,5522,10188,7350,7391,8747,4368,4329,4960,6328,4828,6038,5711,,
186,OCW718606,,2968,1561,4237,3305,3795,5190,4224,4438,4953,4120,2778,3528,3988,,,,,
204,CS161001,,,,,,,,,,4392,3592,6407,10061,12446,11699,6930,5198,5740,
204,CS161101,,,,,,,,,,3880,7081,7458,6005,7672,7420,7027,5097,4096,
204,CSR1610,11268,4184,,,,,2236,9092,9182,,,,,,,,,,
204,CSR1611,6446,7119,4833,7092,8187,5476,4359,6077,4975,2160,,,,,,,,,
204,CSW7161001,,6142,7163,9675,10463,8966,9070,,,,,,,,,,,,
204,CSW720401,4027,2521,2171,3053,4169,4180,3841,3418,3698,4608,4242,3919,4590,4716,4482,4944,4670,5208,
204,CSW720402,2448,2762,2186,3518,4107,4051,4679,3854,3224,5162,4816,4490,4398,2927,5770,4440,5853,5025,
204,CSW720403,4933,3422,2898,4248,4395,4482,3052,,,,,,,,,,,,
204,CSW720404,4164,2678,2291,3616,2717,,2260,3630,4243,3153,4413,4232,3476,4587,3704,3505,3741,4171,
204,CSW720405,,,,,,,,1696,2598,3049,,2506,2559,3509,2668,2353,1908,,
219,BO021901,,,,,,,,,,,,,,,7877,7446,9167,8314,
219,BO021902,,,,,,,,,,,,,,,8737,8932,11141,9819,
219,BO021903,,,,,,,,,,,,,,,8888,9076,9603,9946,
219,BOR1455,9963,4572,4853,7536,10802,3768,,5327,5306,6508,6453,4793,4729,,4468,,,,
219,BOW721901,9049,5466,5224,6779,6963,5262,,5328,6981,7704,7636,7172,8364,8223,,,,,
219,BOW721902,11134,8829,5293,7606,10938,9221,7681,7362,8628,9006,9385,8705,9589,8357,,,,,
219,BOW721903,12640,9387,8943,12847,14367,8218,10253,9476,10613,10988,11375,8707,10314,9322,,,,,
221,CS022101,,,,,,,,,,,,,,,,7806,8416,8799,
221,CS022102,,,,,,,,,,,,,,,,6270,7019,7640,
221,CSR144601,,,,,,,,,,,,,,,,5509,6312,6423,
221,CSR144602,,,,,,,,,,,,,,,,4743,4933,5524,
221,CSW7144601,7349,5750,3978,6690,6336,5239,7038,5362,5364,7150,7593,6655,7023,6475,3765,,,,
221,CSW7144602,6117,4681,3803,5781,5629,5293,5778,4736,5340,5481,5796,4802,5619,5286,3474,,,,
221,CSW722101,9291,5918,5004,6847,8261,6704,7756,7159,8728,7973,9316,7783,8602,8463,7757,,,,
221,CSW722102,7460,5489,4319,6833,6493,5592,6680,5817,6517,6317,7123,6465,6868,7471,7457,,,,
226,OC022601,,,,,,,,,,,,7402,7536,8865,8074,6867,7521,7879,
226,OC022602,,,,,,,,,,,,9772,9483,8719,9152,8260,8817,8371,
226,OC022603,,,,,,,,,,,,5828,6977,7535,7650,7121,7779,6581,
226,OCW722601,9123,7263,5384,9118,9233,6659,6932,6526,7274,7538,6287,,,,,,,,
226,OCW722602,8721,6467,5781,6362,9304,6308,6797,7397,10177,9870,9848,,,,,,,,
226,OCW722603,11844,10371,7390,11175,10282,8410,8262,7096,6120,6203,6845,,,,,,,,
245,BO024501,,,,,,,,5017,6074,7164,6115,6446,6999,7370,6682,6311,7427,6748,
245,BO024502,,,,,,,,5822,8350,8626,7949,5961,8411,8991,8871,7463,9353,9084,
245,BO024503,,,,,,,,5621,7700,8676,6919,8546,9080,9510,9208,7648,7769,7309,
245,BO024504,,,,,,,,4796,6684,6100,7223,6515,6976,7439,7429,,6072,7255,
245,BO024505,,,,,,,,,4623,,4802,5322,,5479,,5380,,,
245,BO024506,,,,,,,,,,,,,,5247,,,,,
245,BOR1615,6704,,4225,5487,10499,6776,6624,3179,,,,,,,,,,,
245,BOR1615V,,,,,,,,,6212,,4811,6215,6538,6972,6262,5740,8900,8196,
245,BOR1616,,,,,8519,,,3205,,,,,,,,,,,
245,BOR1616E,,,,,,,,,,,,,,,,,6696,5519,
245,BOW724501,6846,5785,6175,6195,5097,,,,,,,,,,,,,,
245,BOW724502,9103,7722,7324,7941,6723,,,,,,,,,,,,,,
245,BOW724503,8311,7711,6545,7742,6134,,,,,,,,,,,,,,
245,BOW724504,8025,6458,6190,7108,3887,,,,,,,,,,,,,,
245,BOW724505,,4593,4313,4534,4032,,,,,,,,,,,,,,
245,BOW724507,5106,4638,4161,4524,,,,,,,,,,,,,,,
246,BO024601,,,,,,,,,,,,,8943,8618,8436,5949,6543,6739,
246,BO024602,,,,,,,,,,,,,8186,8569,8270,7136,8799,7499,
246,BO024603,,,,,,,,,,,,,8984,7946,7539,7421,7759,7595,
246,BOW724601,9722,9656,8987,7984,6888,6480,8016,6926,8032,9182,8959,6609,,,,,,,
246,BOW724602,10656,7898,6861,7636,8718,8240,10640,8843,10724,9859,8100,6407,,,,,,,
246,BOW724603,8943,7906,7937,9829,9772,7893,8555,8347,8360,8140,8397,6465,,,,,,,
289,OC028901,,,,,,,,,,,,,,3433,8534,7987,7768,6963,
289,OC028902,,,,,,,,,,,,,,4102,6296,7484,6987,6971,
289,OC028903,,,,,,,,,,,,,,3202,8248,7833,7673,6693,
289,OCR1625,15419,7193,6189,7437,10769,8893,9559,6588,7186,7321,5653,7417,14013,9366,3476,,,,
289,OCR1625E,,,,,,,,,,,,,,,3945,6690,7209,6900,
289,OCW728901,7529,6325,4770,7664,7167,5695,8054,6516,7031,6835,8073,6993,7791,3835,,,,,
289,OCW728902,8835,6119,5820,8784,8946,6604,4773,5585,6689,6776,8432,6808,8877,4980,,,,,
289,OCW728903,8651,,,,,,7409,7239,7872,8183,7576,6326,8531,4104,,,,,
289,OCW728904,7293,4327,4083,5892,7632,5030,,,,,,,,,,,,,
314,OC031401,,,,,,,,,,,,,2952,8016,7496,6683,5611,6015,
314,OC031402,,,,,,,,,,,,,2543,6877,7117,7058,7231,7143,
314,OCR1630,7065,,1658,3076,3264,1756,1835,,,2663,2440,3090,3140,4521,,,,,
314,OCR1630E,,,,,,,,,,,,,,,,,3137,2878,
314,OCW731401,5541,3520,3523,6233,6992,5913,6987,6812,7589,7079,8027,5718,4010,,,,,,
314,OCW731402,6026,4563,5097,7776,7074,5941,6946,6514,7439,7366,7247,7490,4291,,,,,,
314,OCW731403,3346,5705,2076,,,,,,,,,,,,,,,,
317,BO031702,,,,,,,,,,,,,,,,8083,8605,7844,
317,BO031703,,,,,,,,,,,,,,,,8675,9773,8957,
317,BO031704,,,,,,,,,,,,,,,,11623,10483,9386,
317,BO161201,,,,,,,,,,,,,,,,,,5269,
317,BO161202,,,,,,,,,,,,,,,,,,6103,
317,BOW7161201,5356,,3506,5274,5318,4429,5281,4437,5270,5126,5408,5598,5397,5801,5886,5514,,,
317,BOW7161202,6075,,3586,5393,6137,4868,5887,4786,5239,5282,,,,5981,6118,5681,,,
317,BOW731702,6231,4790,,5570,7009,5251,,4738,5102,4568,5805,6084,9108,9678,9201,,,,
317,BOW731703,12136,11421,7850,10653,11432,8740,11813,8777,8415,8518,10313,9431,11119,10552,10682,,,,
317,BOW731704,11457,10456,7215,9220,8297,6882,8835,6737,9300,8248,12271,9622,11029,10317,10704,,,,
317,BOW731705,10588,9602,6895,8279,8925,7210,10070,8209,10048,7704,9694,9229,,,,,,,
374,OC037401,,,,,,,,,,,,,,,1581,5747,6077,6047,
374,OC037402,,,,,,,,,,,,,,,1781,6891,7178,7830,
374,OC037403,,,,,,,,,,,,,,,,5613,6141,5878,
374,OC037404,,,,,,,,,,,,,,,1355,6147,7082,6249,
374,OC037405,,,,,,,,,,,,,,,,2532,4871,3910,
374,OCR1424,16288,6028,4845,7055,6129,5186,5802,4711,4318,3757,6670,13107,14801,6124,4475,,,,
374,OCR1424E,,,,,,,,,,,,,,,1442,4933,,4251,
374,OCW737401,5547,4372,3159,4705,5551,4258,5579,4882,5440,5322,5244,5064,5857,5773,4693,,,,
374,OCW737402,5023,3829,3032,4437,6094,4378,6023,5131,6753,6299,5851,4957,6049,5092,5204,,,,
374,OCW737403,5145,2697,3870,5292,7251,5705,7000,6505,6999,7404,6699,6619,4767,7272,5044,,,,
374,OCW737404,5490,4874,3355,5815,,,,,,,,,,,,,,,
393,AQ039302,,,,,,,,,,,3061,7086,7144,7095,7160,7064,8882,9187,
393,AQ039303,,,,,,,,,,,3091,6991,8081,7358,8266,7879,8153,8056,
393,AQ039304,,,,,,,,,,,1841,3786,4026,3899,4139,4154,2796,3525,
393,AQR1681E,,,,,,,,,,,,,,,,2808,4587,5014,
393,AQW7168101,4844,4219,3092,4375,5137,4344,4869,4363,4733,4779,5053,4468,4911,4646,4877,,,,
393,AQW739301,6046,5181,3789,5431,5988,5271,5558,4674,5292,,,,,,,,,,
393,AQW739302,8534,6558,4748,7768,6080,5758,7275,6425,7305,7716,3971,,,,,,,,
393,AQW739303,6640,4721,4063,4918,6725,3738,4283,3098,4517,4782,2591,,,,,,,,
393,AQW739304,,,,,,,,,,7469,3880,,,,,,,,
393,AQW746401,,,,,,,,,,,1481,,,,,,,,
402,PR040201,,,,,,,,,,,,,,,4380,7031,7076,6359,
402,PR040202,,,,,,,,,,,,,,,4059,5780,7010,7574,
402,PRW740201,8608,6015,5219,8061,7325,5216,6510,5798,6656,6780,8223,7177,6765,6891,2692,,,,
402,PRW740202,6307,5057,3848,5907,6146,5540,6881,6515,7715,7103,6552,5653,6414,6385,1895,,,,
449,BO044901,,,,,,,,,,,,,6258,7158,6441,4292,5687,6067,
449,BO044902,,,,,,,,,,,,,4688,6807,7035,6352,6387,6380,
449,BO044903,,,,,,,,,,,,,6884,7299,5980,5339,5364,5122,
449,BO166001,,,,,,,,,,,,,,2354,,,,,
449,BOW716601,,,,,,,2410,,,,,,,,,,,,
449,BOW744901,5721,4868,3930,5358,5660,4973,5658,5060,5739,5583,5216,4615,,,,,,,
449,BOW744902,6240,4850,4443,6123,5720,5772,7091,5374,6218,5985,5374,6035,,,,,,,
449,BOW744903,6596,5040,3845,5302,5734,4595,5055,4551,4737,5041,6263,5189,,,,,,,
454,OC045401,,,,,,,,,,,,,,1279,8887,8177,9344,7775,
454,OC045402,,,,,,,,,,,,,,1440,9084,8417,8056,7893,
454,OCW745401,9683,7931,6052,9586,8851,7182,11942,8193,7727,7617,8672,7208,7314,7112,,,,,
454,OCW745402,10674,8240,6416,9869,11360,7073,8676,8324,8286,9088,10045,8233,8964,7619,,,,,
473,OR047302,,,,,,,,,,,,,,,5633,,,,
473,OR047303,,,,,,,,,,,,,,,7781,6997,7353,,
473,OR047304,,,,,,,,,,,,,,,7872,6756,7149,,
473,OR144201,,,,,,,,,,,,,,,,11812,6910,13206,
473,OR166901,,,,,,,,,,,,,,,,16529,18425,22929,
473,OR166902,,,,,,,,,,,,,,,,16774,18056,24329,
473,ORW7144201,11680,7358,6840,13100,6871,11776,10780,10113,12521,,,12254,8879,13377,9868,,,,
473,ORW7166901,27251,19403,17488,23064,20764,15705,19520,21968,23924,22954,24598,23485,22170,21920,19011,,,,
473,ORW7166902,22964,15875,13937,19306,16726,20542,23004,20167,20792,20202,23098,21372,18403,20778,18023,,,,
473,ORW747302,,,,,6561,6332,,,,,,,,,,,,,
473,ORW747303,,,4814,,5931,6302,,6747,,,,,,,,,,,
473,ORW747304,,,,,6214,5557,7377,6985,,,8565,,,,,,,,
481,BO048101,,,,,,,,,,,,,4898,8604,8561,7134,7225,6393,
481,BO048102,,,,,,,,,,,,,6285,9308,10580,7214,7820,7710,
481,BO048103,,,,,,,,,,,,,6120,11155,9277,5461,7541,7501,
481,BOW7141301,,,,3709,,,,,,4170,,,4894,,,,,,
481,BOW748101,5843,,3452,4618,6924,6467,7382,6089,7282,6868,8249,5836,,,,,,,
481,BOW748102,8912,6595,4830,,,,,,5374,6767,7726,7230,2928,,,,,,
481,BOW748103,7050,7195,4889,8124,8529,5660,8249,6353,8091,7451,9129,7462,2942,,,,,,
481,BOW748104,7904,5200,3704,7328,7916,6714,8233,6527,,,,,,,,,,,
513,OR051301,,,,,,,,,,,,,,,,3558,6466,7073,
513,OR051302,,,,,,,,,,,,,,,,2755,4981,4822,
513,OR142101,,,,,,,,,,,,,,,,4056,5826,5285,
513,ORR1421,4459,3243,2583,4006,,,,,,,,,,,,,,,
513,ORW7142101,,,,,2245,3638,3766,3704,3952,4141,4087,3724,4041,5324,5406,,,,
513,ORW751301,7704,5186,4346,6452,6642,6326,6339,5203,6075,4653,6514,6077,5869,6229,6055,2535,,,
513,ORW751302,5309,4011,2810,3560,4434,3430,4395,4513,4458,6039,5666,5548,5745,5520,5420,1848,,,
520,OCR1671,9430,3304,3754,6665,,7478,6432,4712,5141,4374,2559,7973,5454,5844,5243,6376,2452,7320,
520,OCW752001,6110,4046,3923,5506,5610,5316,6850,5321,,3544,4954,5280,5675,6340,5738,5849,5053,6392,
520,OCW752002,6952,4102,4390,6803,6431,4422,6914,6219,6364,3777,6164,3660,4224,4975,5173,5050,6358,5219,
520,OCW752003,7321,4414,3150,2759,,5307,6880,5769,7025,6944,6805,6323,6238,6710,6674,5958,7236,6109,
520,OCW752004,5224,3754,3823,5607,6808,6454,6672,5984,6428,6132,7393,6564,6520,5617,7277,6228,4225,5958,
520,OCW752005,4798,4816,2509,6462,7377,2562,,2729,4408,6405,5701,3953,6438,5772,7024,5434,6407,6975,
520,OCW752006,4767,2785,2988,3829,4182,3077,4669,,5188,3781,3918,3788,3645,3973,2797,,5376,5290,
530,CSR1683,3280,2117,2110,2554,2820,,,,,,,,,,,,,,
530,CSR1683V,,,,,,,,,,,2293,,,,,,,,
530,CSW753001,6350,5561,3474,5634,6750,5130,7225,5596,6003,5723,5765,6017,8014,6448,6590,6957,8043,9441,
530,CSW753002,6035,4962,3645,4082,,,,,,,,,,,,2901,6004,4841,
530,CSW753003,9184,6799,5149,7975,8655,6349,4937,5786,7683,7527,9652,8849,7641,7918,8317,10125,7986,7902,
530,CSW753004,6402,2155,3850,5794,8610,8089,10832,8618,9208,9423,6030,6320,7874,9064,10416,,,,
540,BO054001,,,,,,,,,,,,,,,3301,6542,6188,5952,
540,BO054002,,,,,,,,,,,,,,,3004,5458,7037,6659,
540,BO054003,,,,,,,,,,,,,,,3584,5530,6474,6535,
540,BOR1428E,,,,,,,,,,,,,,,,,5319,4843,
540,BOW7142801,7718,5378,3633,5546,5503,5075,4458,3885,5945,6218,7165,7991,8338,6730,3782,,,,
540,BOW754001,6988,4868,4621,6119,6708,5290,7212,6007,6724,7076,9297,7730,7499,6244,2876,,,,
540,BOW754002,6588,5148,4445,6168,6461,5512,4631,7632,8403,8071,5517,5823,6806,7283,2534,,,,
540,BOW754003,9790,6614,5492,8533,8508,7686,9487,5174,7434,8197,11141,9096,7527,8326,3202,,,,
564,CS056401,,,,,,,,,,,,,,,,1383,5642,6510,
564,CS056402,,,,,,,,,,,,,,,,1596,5713,5599,
564,CS056403,,,,,,,,,,,,,,,,1222,5883,5337,
564,CS056404,,,,,,,,,,,,,,,,1153,5001,5071,
564,CS166101,,,,,,,,,,,,,,,,2527,2885,3283,
564,CSW7166101,2906,2093,1911,3035,2464,2222,2568,2451,2489,2182,2463,2803,2363,2902,2293,,,,
564,CSW756401,4164,3857,3648,4851,4317,4189,5603,4514,4275,4769,5415,6110,6020,6622,5842,4163,,,
564,CSW756402,6477,2618,2329,2916,4561,4507,5019,3561,4418,4381,4551,4263,,1923,,,,,
564,CSW756403,4698,3368,3068,4528,4400,4004,2154,2995,4006,4468,5396,5132,3094,5198,5497,3447,,,
564,CSW756404,6511,4419,3849,5043,5335,4751,6031,5210,5864,5230,5542,,5988,5048,6000,4775,,,
564,CSW756405,5138,3338,2871,3636,4219,1491,2870,3675,4570,4754,4350,5203,4473,4073,5545,3170,,,
566,OC056604,,,,,,,,,,,,1872,,,,,,,
566,OC162301,,,,,,,,,,,,2398,5867,4903,5038,4930,4446,4907,
566,OCW356620,,,,,,,,1374,,,,1579,,,,,,,
566,OCW756601,8161,5271,4205,5400,5079,4933,5287,4000,4857,5002,5380,5078,5221,6030,5793,5942,5787,5496,
566,OCW756602,7574,5922,4460,6513,6739,6294,7462,6665,6912,7501,8388,7254,8203,9047,8519,6843,7065,7970,
566,OCW756603,8168,5983,3939,6881,5888,5178,6418,6145,7043,6889,7205,6931,7478,7731,7396,6587,7734,6719,
566,OCW756640,5672,3895,3093,4742,4138,3563,4837,4016,4632,4784,4496,,,,,,,,
569,OR056901,,,,,,,,,,,,3166,7202,,,6605,5966,6409,
569,OR056902,,,,,,,,,,,,3220,,6880,,6041,5656,4707,
569,OR056903,,,,,,,,,,,,4839,10911,10432,10669,10440,10114,11359,
569,OR056904,,,,,,,,,,,,4782,10975,10909,11445,10592,9957,10989,
569,ORW756901,6131,5178,4333,6270,5748,5314,6279,6223,7001,6282,6640,3013,,,,,,,
569,ORW756902,9119,7262,5128,5911,5903,4961,5954,5958,6778,6733,7408,3135,,,,,,,
569,ORW756903,10919,9200,6775,10193,9712,7933,10592,8793,10495,10029,11642,5031,,,,,,,
569,ORW756904,5377,3976,4252,9011,9882,8231,10299,8692,10729,10709,12072,5113,,,,,,,
578,AQW7145601,9336,4666,2374,7967,6599,7002,6311,5559,7520,9053,6844,6985,7797,7574,6768,7213,7374,7280,
